Exceptional Customer Service,Eksepsjonell kundeservice,
Weâ€™ve got your back. Chat to us live 7 days a week,"Vi kan alltid nås på chat, hver eneste dag av uka.",
Order Total,Bestillingstotal,
Shipping Fee,Fraktgebyr,
Hulii\'s terms,Hulii's vilkår,
By placing this order you agree to,Ved å legge inn denne bestillingen godtar du å,
iPhone 6S,iPhone 6S,
items,Elementer,
item,Element,
Log In,Logg på,
Cart Total,Handlekurv total,
You're In Good Hands,Du er i gode hender,
Featured on Hulii,Utvalgt på Hulii,
Youtube,Youtube,
Pinterest,Pinterest,
Twitter,Twitter,
Facebook,Facebook,
Instagram,Instagram,
Follow Us,Følg oss,
Track Your Order,Spor bestillingen din,
Payments,Betalinger,
FAQs & Contact,Vanlige spørsmål og kontakt,
Company,Selskapet,
Product Ideas,Produktideer,
The Circular Economy,Den sirkulære økonomien,
Renewal Partners Portal,Portal for fornyelsespartnere,
Become a Renewal Partner,Bli fornyelsespartner,
Our Mission,Vårt oppdrag,
Legal,Juridisk,
Careers,Karriere,
Press,Presse,
Blog,Blogg,
Who We Are,Hvem vi er,
Track Your Order,Spor bestillingen din,
Payments,Betalinger,
Help & Support,Hjelp og støtte,
Stay In Touch,Hold kontakten,
Need Help? Let's Chat,Trenger du hjelp? La oss chatte,
Relevance,Relevans,
Clear All,Fjern alt,
Your Selections,Dine valg,
Continue shopping on,Fortsett å handle,
Fill your shopping cart to give it purpose.,Fyll handlekurven for å gi den litt mening.,
Your cart is empty!,Handlekurven din er tom!,
Sign In/Register,Logg på/registrer deg,
If you need an assistance you can write to us through,Hvis du trenger help. Lan du skrive til oss gjennom,
Your Recently Viewed Items,Nylige sett produkter,
Create an Account,Oprette en konto,
Daily Deals,Daglige tilbud,
Top Apple Deals,De beste Apple-tilbudene,
See More,Se mer,
My Profile,Min profil,
My Orders,Mine bestillinger,
Recently Viewed,Nylig vist,
Help & Contact,Hjelp og kontakt,
Who Are We,Hvem er vi,
Privacy Policy,Personvern,
Terms of Use,Vilkår for bruk,
Popular Searches,Populære søk,
Shop All,Kjøp alt,
Shop Mobile Phones,Kjøp mobiltelefoner,
Shop Apple,Kjøp Apple,
Shop Refurbished Phones,Kjøp renoverte telefoner,
iPhone 6,iPhone 6,
iPhone 7,iPhone 7,
iPhone 8,iPhone 8,
Unlocked iPhone,Ulåst iPhone,
Used iPhone,Brukt iPhone,
Buy iPhone,Kjøp iPhone,
New iPhone,Ny iPhone,
How to Backup iPhone,Slik sikkerhetskopierer du iPhonen din,
How to Reset iPhone,Slik tilbakestiller du iPhonen din,
How to Restore iPhone,Slik gjenoppretter du iPhone,
How to Unlock iPhone,Slik låser du opp iPhone,
Where Should We Ship To,Hvor skal vi sende til,
Australia,Australia,
Malaysia,Malaysia,
Hong Kong,Hong Kong,
Singapore,Singapore,
US,USA,
See details.,Se detaljer.,
My Wishlist,Min ønskeliste,
Description,Beskrivelse,
Specifications,Spesifikasjoner,
What's in the Box,Hva er i boksen,
Guaranteed Quality,Garantert kvalitet,
About,Om,
Hulii's Product Conditions,Hulii's produktforhold,
All,Alle,
Select Condition ,Velg betingelser,
Hulii's Product Conditions,Hulii's produktforhold,
About PGC Tech,Om PGC Tech,
New,Nye,
color_group_filter,farge_gruppe_filter,
The Hulii Advantage,Hulii-fordelen,
Top FAQs,De mest populære spørsmålene,
Shipping & Delivery,Frakt og levering,
It's ordered,Det er bestilt,
It looks like you haven't viewed anything yet. Feel free to ,Det ser ut som at du ikke har sett noe ennå. Føl deg fri til å,
continue shopping,Forsette å handle,"		"
to find something that suits!,å finne noe som passer!,
Your Wishlist is empty. Feel free to ,Ønskelisten din er tom. Føl deg fri til å,
or visit your,eller besøk,"		"
Wishlist,Ønskeliste,
Other Available Conditions,Andre tilgjengelige forhold,"		"
Condition Rating,Tilstand Vurdering,"		"
Condition,Tilstand,"		"
More information,Mer informasjon,"		"
Your Selected Condition,Din valgte betingelse,"		"
Body Scratches & Condition,Riper og tilstand,"		"
Screen Scratches,Skjem riper,"		"
Enter Your Condition Preferences,Angi betingelsesinnstillinger,
Limited Time Offer,Tidsbegrenset tilbud,
From,Fra,
Top FAQs,De mest populære spørsmålene,
Enter the email address associated with your Hulii account.,Skriv inn e-postadressens tilknyttet Hulii-kontoen din.,
special_price_filter,spesiell_pris_filter,
Resetting your password,tibakestill passordet,"		"
Sign Out,Logg av,
It seems you're offline. Hulii may look different as you stay off-grid.,Det ser ut som du er frakoblet. Hulii kan se annderledes ut når du holder deg utenfor nettet.,
Click to see details.,Klikk for mer informasjon.,
View Cart,Vis handlekurv,
Creating your account,Opprett kontoen din,
Submitting your review,Send inn anmeldelsen din,
FAQs,FAQs,
Contact Us,Kontakt oss,"		"
Choose your country or region,Velg land eller region,"		"
Select your preferred language,Velg ønsket språk,"		"
Free Shipping,Gratis frakt,"		"
6 Months Warranty,6 måneders garanti,"		"
Tel,Telefon,
Products,Produkter,"		"
Warranty,Garanti,"		"
Product Quality,Produktkvalitet,"		"
Product Conditions,Poduktforhold,
Making an Order,Lage en bestilling,
About Hulii,Om Hulii,
Sign In,Logg inn,
Shop Hulii,Kjøp Hulii,
Shop All,Kjøp Alt,
Shop Apple,Kjøp Apple,
Shop Samsung,Kjøp Samsung,
Explore the latest from Hulii,Utforsk det siste fra Hulii,
Explore the latest devices from Apple,Utforsk de nyeste enhetene fra Apple,
Explore the latest devices from Samsung,Utforsk de nyeste enhetene fra Samsung,
Mobile Phones,Mobiltelefoner,
Name,Navn,
Renewed by,Fornyet av,
Shipping & Returns,Frakt og retur,
What We Believe,Hva vi tror på,
Added to Cart,Lagt i handlekurven,
Continue to Cart,Forsett til handlekurven,
You've earned FREE shipping!,Du har fått GRATIS frakt!,
Already have an account,Du har allerede en konto,
Your email address is our primary method to contact you,Din e-postadresse er vår primære metode for å kontakte deg,
Your name will also appear on your delivery label,Navnet ditt vises også på leveringsetiketten din,
Enter your mobile number to receive SMS delivery updates (where available),Skriv inn mobilnummeret ditt for å motta sms-leveringsoopdateringer (der detter er tilgjengelig),
Continue,Fortsett,"		"
Address,Adresse,"		"
Shipping Details,Forsendelsesdetaljer,"		"
Shipping Options,Leverings alternativer,"		"
Shipping & Handling,Frakt og håndtering,"		"
Continue to Payment,Fortsett til betaling,"		"
Please enter your credit card details below,Vennligst skriv inn dine kredittkortdetaljer nedenfor,"		"
"By placing this order, you agree to the Hulii.com ",Ved å legge inn denne bestillingen godtar du Hulii.com,
Terms of Use ,Vilkår for bruk,"		"
and to receiving marketing communications from Hulii.com,og til å motta markedsføringskommunikasjon fra Hulii.com,"		"
Free Delivery,Gratis levering,"		"
Free delivery on all orders through Hulii.,Gratis levering på alle bestillinger gjennom Hulii.,"		"
14 Days Change of Mind*,14 dager angrefrist*,"		"
14 Days Change of Mind,14 dager angrefrist,"		"
If you change your mind within 14 days you can return your unopened products free of charge.,"Hvis du ombestemmer deg innen 14 dager, kan du returnere uåpende produkter gratis.",
Hulii Cares,Hulii bryr seg,"		"
Any issues? Our comprehensive 6 month warranty is here to help.,Noen problemer? Vår omfattende 6 måneders garanti er her for å hjelpe.,"		"
Power isn't just for the pros.,Makt er ikke bare for proffene.,"		"
Discover something new with every touch.,Oppdag noe nytt med hver berøring.,"		"
Compatible with,Kompatibel med,"		"
Share,Del,"		"
Favourite,Favoritt,"		"
Available Conditions,Tilgjengelig betingelser,"		"
Select a Condition,Velg en betingelse,"		"
Add to Cart,Legg til i handlekurv,"		"
Proceed to Checkout,Fortsett til kassen,"		"
Save for Later,Lagre for senere,"		"
Shipping type,Frakttype,"		"
Contact Details,Kontaktinformasjon,"		"
Proceed to Checkout,Fortsett til kassen,"		"
Save for Later,Lagre for senere,"		"
Shipping type,Frakttype,"		"
Edit Details,Rediger detaljer,"		"
Arrives by,Ankommer med,"		"
United Kingdom,Storbritannia,"		"
Stay In Touch,Hold kontakten,
Recommended Accessories,Anbefalt tilbehør,"		"
Read More,Les mer,"		"
Blog,Blogg,"		"
Let's Chat,La oss chatte,
Start Selling,Begynn å selge,
Startup Program,Oppstartsprogram,
SME Program,SME program,
Jobs,Jobber,
How It Works,Hvordan det fungerer,
Find Out More,Finn ut mer,
A Smarter Way to Splurge,En smartere måte å splurge på,
See All,Se alle,
Up to 70% Off the latest apple devices,Opptil 70% på de nyeste Apple-produktene,
Shop Mobile Devices,Kjøp mobile enheter,
Any Issues? Our comprehensive warranty is here to help.,Noen problemer? Vår omfattende 6 måneders garanti er her for å hjelpe.,
Favourites,Favoritter,
Sign Up,Meld deg på,
14 Days Free Returns,14 dager gratis retur,
No questions asked free returns within the first 14 days.,"Ingen spørsmål, gratis retur innen 14 dager.",
Free standard shipping on all orders through Hulii.,Gratis standard frakt på alle bestillinger gjennom Hulii.,
Just For You,Bare for deg,
Shop Our Categories,Kjøp våre kategorier,
Free shipping when you spend over $50,Gratis frakt når du bruker over 500 NOK,
Shop all devices,Kjøp alle enheter,
Up to 55% Off the latest Samsung devices,Opptil 55% av de nyeste Samsung-enhetene,
Hulii is renewing the world one device at a time. Click here to see our journey as we change the world.,Hulii fornyer verden et produkt om gangen. Klikk her for å se vår reise når vi forandrer verden.,
Customer service (Magento CMS),Kunderservice (Magento CMS),
"		""Sign In""","""Logg på""",
"		""Create an Account""","""Oprett en konto""",
"		""Your cart is empty!""","""Handlekurven din er tom!""",
"		""Latest Deals""","""Siste tilbud""",
"		""Featured Deals""","""spesielle tilbud""",
"		""Conditions Explanation","""Vilkår forklaring""",
"		""Described as""","""beskrevet som""",
"		""Your Bag""","""Din handlekurv""",
"		""Order Summary""","""Bestillingssammendrag""",
"		""Use your PayPal account to complete your order. Once you enter your account information in the PayPal window","""Bruk PayPak-kontoen din til å fullføre bestillingen. Når du ha booket inn kontoinformasjonen din i PayPal-vinduet",
"		""product_model_filter""","""produkt_modell_filter""",
"		""product_brand_filter""","""produkt_merke_filter""",
"		""Filter""","""Filter""",
"		""color_filter""","""farge_filter""",
"		""size_filter""","""størrelse_filter""",
"		""price_filter""","""pris_filter""",
"		""memory_filter""","""minne_filter""",
"		""product_model_filter""","""produkt_modell_filter""",
"		""Price""","""Pris""",
Order Summary,Bestillingssammendrag,
